,0,1,2,3
1774,0.495274,0.246239,10.012341,0
407,-0.723097,1.651549,7.065998,0
920,0.295684,-2.393608,9.665871,0
537,-0.06041,-2.35689,9.659245,0
758,1.265881,-2.856474,13.828431,1
1880,0.380027,0.252828,9.95694,0
1062,0.068043,-0.474109,9.957351,0
1199,0.201582,-1.529397,10.113491,0
245,0.5,-0.74,10.21,0
1416,0.306515,0.439422,9.991847,0
1127,-0.87328,-0.062106,1.772791,1
784,-2.059291,-3.583268,11.199818,1
1720,0.80992,0.01856,10.037154,0
489,0.597775,-2.461508,8.50792,1
154,-2.06,0.17,3.72,1
961,0.343836,-2.454718,9.783963,0
853,0.313928,-2.408768,9.663084,0
1311,0.11202,-1.627981,9.838455,0
625,0.448415,-1.183214,9.910712,0
685,0.455387,-1.178302,9.905818,0
1541,-0.27473,-0.752814,0.611853,1
569,0.438244,-1.267739,10.085325,0
1884,0.369847,0.240464,9.953577,0
17,0.37,-0.16,9.89,0
127,-3.98,2.62,5.46,1
1346,0.108419,-1.619132,9.826302,0
1279,0.112164,-1.626171,9.841165,0
1943,0.370393,0.249284,9.947362,0
927,0.314292,-2.400666,9.665393,0
980,0.091181,-0.439432,9.98794,0
1939,0.363689,0.246775,9.960827,0
190,-2.17,-0.84,4.25,1
1139,-2.426935,1.707698,7.884604,1
992,0.092885,-0.419541,9.985162,0
1930,0.22765,0.414331,10.069332,0
1717,-0.165478,0.443713,9.901719,0
606,0.47026,-1.183971,9.917856,0
180,-1.97,-5.13,15.32,1
301,-0.204733,-1.112662,9.984549,0
496,-0.130666,-2.30803,9.715297,0
1674,3.985436,0.674811,9.617355,1
1688,1.340159,-2.15505,26.822662,1
1641,0.797327,1.144668,10.363608,0
1618,0.253383,0.239669,10.113328,0
517,-0.203517,-2.534885,9.754667,0
1959,0.357971,0.253211,9.944738,0
1069,0.078788,-0.482556,9.97047,0
476,0.972841,-1.030666,3.901974,1
157,-0.3,-0.37,3.7,1
1243,0.090146,-1.562686,9.636815,0
1195,-0.360892,-1.999159,10.770058,0
16,0.35,-0.21,9.94,0
1535,-1.294641,0.096017,-1.228139,1
1072,0.072918,-0.500388,9.944767,0
1946,0.405147,0.238453,9.980863,0
546,-0.053419,-2.377107,9.662347,0
1539,8.464107,-1.256391,20.155741,1
658,0.438532,-1.167777,9.879251,0
1605,0.626859,0.017708,9.985909,0
1019,0.085253,-0.449535,9.978784,0
1642,0.274692,-0.177698,9.820623,0
1504,1.675912,-2.573834,0.573,1
959,0.199083,-2.324521,9.593269,0
1858,0.376359,0.24123,9.954133,0
283,-0.222105,-0.647603,9.1031,0
797,0.466908,-21.94327,-6.85256,1
1606,0.24894,0.261868,9.673006,0
225,0.95,-1.89,10.24,0
26,0.36,-0.24,9.97,0
1862,0.371925,0.234105,9.938848,0
437,0.432805,-2.63818,12.081285,1
1923,0.392151,0.241374,9.97727,0
1388,0.07853,-1.609545,9.767405,0
229,0.91,-0.94,10.48,0
37,0.38,-0.24,9.93,0
749,-0.806664,-2.023388,11.089512,1
1045,0.075379,-0.477346,9.963442,0
1398,0.35416,0.418708,10.187693,0
469,-1.735729,1.726526,6.888434,1
1671,-0.109721,1.054943,4.717679,1
1942,0.375047,0.244592,9.957926,0
687,0.459323,-1.167959,9.891424,0
1821,0.380381,0.259579,9.945198,0
639,0.45464,-1.166407,9.917186,0
1691,-0.067497,-5.085437,11.396889,0
1218,0.028501,-1.408739,9.002352,0
1158,1.574925,-2.475097,7.673368,1
1415,0.235407,0.45169,10.080173,0
1527,0.856349,0.641349,11.986063,1
1635,-0.020667,1.933509,10.272735,0
1300,0.105096,-1.623891,9.838866,0
1800,0.381262,0.242638,9.940659,0
800,3.34084,3.899676,34.895634,1
1603,0.510722,-0.385141,9.742686,0
160,0.31,-2.13,12.55,1
956,0.303029,-2.391396,9.679039,0
1186,-0.57322,-2.978415,10.839461,0
821,0.322882,-2.411632,9.64257,0
1703,0.043881,-1.73753,12.258207,0
877,0.294583,-2.396864,9.673542,0
913,0.305998,-2.39356,9.656898,0
152,0.33,-0.92,-0.38,1
1814,0.38766,0.251707,9.970969,0
1754,0.508337,0.193241,9.964093,0
509,0.05386,-2.414131,9.461857,0
1135,-2.568366,3.123092,24.020346,1
1250,0.108716,-1.631467,9.806641,0
1761,0.36185,0.2392,9.97636,0
103,0.36,-0.25,9.94,0
1445,0.298911,0.459524,9.995888,0
1443,0.308842,0.453845,9.928831,0
586,0.460558,-1.1935,9.989213,0
1746,0.305098,0.276415,9.992594,0
1143,2.565081,-3.801504,15.643752,1
53,0.36,-0.25,9.98,0
151,0.02,3.08,7.02,1
403,-0.109051,-0.385122,11.602943,0
1917,0.360107,0.248039,9.967693,0
207,0.85,-1.46,6.27,1
1871,0.373515,0.242466,9.956882,0
1122,-3.345993,0.884083,13.795218,1
1728,-0.008638,0.39173,9.964505,0
8,0.35,-0.18,10.06,0
1014,0.07219,-0.442889,9.9886,0
1773,0.396125,0.242466,9.958203,0
1060,0.078942,-0.469369,9.949728,0
452,0.849731,-3.620847,12.610548,1
253,0.51,-0.72,10.09,0
1327,0.098766,-1.618586,9.812751,0
896,0.297446,-2.396941,9.672068,0
1711,1.250013,-0.170831,9.893665,0
880,0.303058,-2.399249,9.672689,0
1595,0.452265,-0.9104,10.07458,0
1865,0.367223,0.246124,9.969427,0
623,0.448913,-1.16928,9.895092,0
345,-0.176357,-1.031882,9.789364,0
1681,0.688266,1.488312,16.110439,1
262,0.44,-0.69,9.89,0
1634,0.37476,0.581954,10.027826,0
1321,0.098411,-1.623364,9.828649,0
1438,0.310595,0.448357,9.922118,0
150,-1.62,-1.42,3.81,1
472,1.898171,-4.601301,20.764864,1
640,0.438828,-1.1781,9.905243,0
1957,0.371743,0.264205,9.946731,0
1859,0.376177,0.249964,9.957705,0
550,-0.077371,-2.384922,9.646852,0
928,0.299352,-2.391118,9.648767,0
488,1.267126,-2.583928,10.354971,1
1789,0.410395,0.225304,9.924024,0
1171,1.796207,-1.848008,15.410241,1
146,-2.67,1.12,5.92,1
1683,-0.861577,-0.380975,8.38235,1
1903,0.367462,0.257348,9.957179,0
402,-0.554181,-0.476025,7.562986,0
954,0.28854,-2.404928,9.669481,0
1854,0.38223,0.239123,9.985057,0
659,0.459601,-1.186327,9.89805,0
1372,0.106341,-1.61465,9.847179,0
463,1.174595,-4.615169,19.902126,1
1349,0.119729,-1.631888,9.81571,0
186,-0.4,0.05,-3.95,1
1147,2.655859,-2.922851,16.76849,1
1224,0.124585,-1.483036,9.208052,0
608,0.443952,-1.176262,9.937593,0
143,-1.15,-0.56,10.78,1
751,-1.317261,-0.896198,6.076896,1
1534,-4.900567,0.318505,10.257708,1
981,0.096199,-0.424099,9.888734,0
197,3.19,-4.43,10.96,1
1633,0.354304,-0.365997,10.185288,0
883,0.284383,-2.38541,9.663534,0
279,-0.193413,-1.238674,10.936014,0
293,-0.177659,-1.097186,10.36811,0
1801,0.383302,0.230887,9.940409,0
400,0.413191,-0.376934,10.570936,0
122,-0.07,0.15,12.84,1
1207,0.362655,-1.915553,10.844115,0
202,0.02,-0.07,-1.63,1
1462,0.575968,2.049695,11.459885,0
835,0.310643,-2.405503,9.651391,0
246,0.37,-0.72,10.09,0
1439,0.283512,0.440217,9.977817,0
1731,0.744281,0.071098,9.967866,0
1877,0.371791,0.240799,9.96303,0
1857,0.371503,0.251209,9.972894,0
1153,-4.938807,-2.328409,-0.431675,1
1661,-2.226905,2.481456,3.590527,1
1426,0.289785,0.44015,9.999221,0
384,-0.095969,-0.566267,10.538289,0
1736,0.189707,0.330141,9.955579,0
854,0.319128,-2.391443,9.659283,0
1589,0.220085,-2.136777,17.991888,1
219,-0.27,-2.54,9.59,0
641,0.445829,-1.158976,9.901182,0
1,0.39,-0.3,9.53,0
112,0.21,-0.7,8.97,0
698,0.213151,-1.228417,9.849306,0
1890,0.3571,0.24486,9.968901,0
951,0.305921,-2.390352,9.675735,0
1648,2.163247,-1.382067,20.900997,1
1636,0.06586,1.872898,9.156873,0
1726,0.000268,0.409399,10.031513,0
1410,0.254303,0.462905,10.039424,0
1409,0.254111,0.462225,10.015377,0
1533,0.410452,0.98599,17.935127,1
1291,0.106465,-1.615435,9.839403,0
1786,0.330725,0.233981,9.998378,0
441,0.167403,-3.1623,7.795434,1
1520,-4.950577,5.159648,24.165674,1
1136,-2.966483,-1.034104,2.610752,1
1715,-0.098469,0.408365,10.176545,0
1256,0.103391,-1.634311,9.832603,0
1841,0.387066,0.249754,9.951825,0
1631,0.37906,0.206026,9.639066,0
1695,-0.130273,-0.402571,8.110693,0
1397,0.285676,0.449554,9.861209,0
663,0.444632,-1.173686,9.904151,0
1813,0.360624,0.237543,9.993867,0
1257,0.088059,-1.644184,9.913193,0
1816,0.363066,0.244774,9.935601,0
1700,0.908552,-1.1118,10.64282,0
317,-0.202961,-0.955085,9.907015,0
648,0.440313,-1.159445,9.902285,0
1434,0.295885,0.448099,9.9981,0
1479,0.465174,-0.616564,18.881163,1
709,0.902729,-0.295406,9.687984,0
1382,0.132438,-1.687769,9.818353,0
1282,0.108093,-1.622704,9.814724,0
972,0.091353,-0.421897,10.080403,0
627,0.444852,-1.177622,9.89086,0
632,0.455655,-1.187457,9.904103,0
1306,0.098775,-1.61374,9.825919,0
1400,0.259129,0.483351,9.912981,0
1408,0.320651,0.440188,9.950417,0
1248,0.092905,-1.619572,9.718351,0
1927,0.393147,0.246526,9.965098,0
1254,0.105393,-1.601979,9.722182,0
1496,0.81853,2.649376,16.100269,1
1371,0.113083,-1.623364,9.814541,0
1529,-1.152933,-0.360998,8.624844,1
1663,0.007202,0.336539,0.156102,1
1354,0.113217,-1.618212,9.830191,0
1900,0.385581,0.24396,9.981627,0
1876,0.370996,0.23942,9.973066,0
1643,-0.599144,0.634904,8.834479,0
1826,0.37725,0.252263,9.957303,0
795,-0.188529,-1.160671,5.47507,1
645,0.442583,-1.177583,9.92228,0
1012,0.095174,-0.441644,9.934999,0
1817,0.376627,0.242341,9.991942,0
556,-0.064806,-2.371074,9.651247,0
681,0.448501,-1.182831,9.905406,0
577,0.459562,-1.210872,10.044116,0
1109,-2.265537,2.64159,5.003757,1
1266,0.115831,-1.60673,9.797169,0
1722,0.904051,-0.046131,10.008308,0
1183,-0.821144,-4.87607,5.956611,0
524,-0.026106,-2.412302,9.620687,0
1059,0.081652,-0.484826,9.958721,0
540,-0.059606,-2.352658,9.656831,0
1194,0.946993,-2.268554,9.962637,0
1678,-0.257166,-1.684139,9.186974,1
748,0.370048,-0.254456,7.536746,1
1829,0.385763,0.24643,9.981484,0
1430,0.283665,0.436942,10.060914,0
484,1.001571,-3.060872,4.852156,1
1757,0.325554,0.259761,9.971448,0
95,0.36,-0.26,10.01,0
1020,0.088614,-0.454601,9.988964,0
563,0.437718,-1.284403,10.011556,0
1264,0.11088,-1.640909,9.854247,0
742,-1.534654,-0.5146,7.016993,1
863,0.303795,-2.39423,9.67202,0
1598,-0.851369,-1.53771,9.124082,0
1714,0.030569,0.374989,10.095899,0
1484,-0.518144,1.160939,12.457597,1
891,0.313947,-2.392277,9.673447,0
1577,-1.036728,-1.203785,-3.911876,1
1038,0.084458,-0.470078,9.96891,0
206,-1.32,-1.22,10.77,1
392,1.387976,-0.104138,9.393401,0
794,-0.221138,-3.518059,20.629141,1
870,0.295751,-2.396883,9.66814,0
397,-0.068331,-0.587537,10.629222,0
766,0.81876,-1.41323,9.04857,1
1819,0.374846,0.247101,9.943005,0
1241,0.116693,-1.635661,9.940295,0
1028,0.077821,-0.449305,9.975268,0
1792,0.367194,0.244898,9.998904,0
642,0.445657,-1.16159,9.911459,0
1868,0.375842,0.252655,9.956354,0
612,0.447256,-1.171847,9.880343,0
1762,0.423304,0.226645,9.986752,0
960,0.328868,-2.372817,9.731224,0
1570,-0.076107,2.283532,15.906176,1
725,0.261179,0.19349,1.263775,1
683,0.461229,-1.17041,9.904239,0
98,0.35,-0.24,9.95,0
804,-1.276521,-3.907529,7.169935,0
1751,0.405118,0.235139,9.961478,0
1597,0.183128,-1.475776,11.183747,0
406,0.233387,-2.611796,11.327131,0
502,0.280304,-2.632913,9.19021,0
1071,0.07695,-0.482824,9.970117,0
1056,0.086536,-0.484376,9.952562,0
929,0.304466,-2.390457,9.644937,0
779,1.561211,-2.876241,4.361383,1
200,2.6,-1.89,13.86,1
134,-0.19,1.79,4.2,1
1051,0.07717,-0.474809,9.950063,0
40,0.37,-0.27,10.06,0
1017,0.083366,-0.447984,9.969532,0
230,0.76,-0.85,10.51,0
1513,1.393952,-0.902394,2.283618,1
1796,0.385926,0.239315,9.954287,0
378,0.001283,-0.434097,9.842937,0
288,-0.189305,-1.070955,9.713314,0
418,-0.584367,-0.026126,7.182146,1
1698,-0.714851,-4.469792,12.942547,0
391,-1.135091,-0.640257,11.570928,0
592,0.447582,-1.192044,9.978324,0
1522,1.095242,0.065429,3.396836,1
1162,-2.566144,-0.438129,5.346329,1
1086,0.516726,0.10388,9.194596,0
1495,0.648599,-0.916357,7.930458,1
647,0.438867,-1.179729,9.902629,0
1152,-4.200627,-2.930915,17.782425,1
1367,0.100078,-1.62573,9.82973,0
520,-0.036574,-2.297016,9.515861,0
64,0.38,-0.26,9.99,0
1836,0.396767,0.259646,9.953376,0
14,0.37,-0.31,10.09,0
1180,1.565817,-5.125794,11.840658,0
1064,0.078463,-0.487594,9.969111,0
492,-0.22743,-2.266677,8.713285,1
379,-0.504152,0.542871,9.426547,0
187,-0.34,0.65,5.98,1
763,0.59992,0.822274,15.312835,1
216,1.44,-2.43,10.53,1
791,0.065879,-2.937427,5.851218,1
1076,0.072889,-0.492162,9.952849,0
878,0.31637,-2.387622,9.679662,0
337,-0.191967,-0.952557,9.936426,0
1772,0.389565,0.240359,9.96413,0
719,0.111838,-0.585832,9.864494,0
1748,0.180446,0.335983,10.030374,0
295,-0.166205,-1.091143,9.737026,0
1725,0.121463,0.347801,9.971601,0
1016,0.083835,-0.445705,9.985774,0
1275,0.102769,-1.620108,9.846528,0
1750,0.297053,0.280514,9.888427,0
1485,-0.091391,2.555868,11.557329,1
455,0.901905,0.936976,12.112698,1
1971,0.362176,0.206572,10.260792,0
815,0.344602,-2.328792,9.619692,0
269,0.45,-0.71,9.92,0
995,0.077208,-0.433801,9.97071,0
201,1.62,-1.42,13.54,1
161,3.86,0.52,18.18,1
1579,2.441387,0.384087,3.274195,1
729,0.785336,-0.811692,15.596567,1
401,-0.716508,-1.974987,10.332992,0
702,0.402532,-0.608185,9.962455,0
1500,-4.407687,1.926518,1.796973,1
1845,0.367759,0.226185,9.952783,0
1795,0.372653,0.246229,9.936914,0
1129,2.031691,0.673747,12.957879,1
565,0.462531,-1.054837,9.69737,0
1413,0.33945,0.449717,9.891827,0
1021,0.093154,-0.448683,9.975633,0
1025,0.087618,-0.456402,9.982538,0
1411,0.301353,0.449976,9.962014,0
1585,-0.805802,-1.955546,15.804605,1
1104,-1.27927,-3.760535,21.518156,1
205,-4.55,-2.47,18.28,1
34,0.35,-0.25,10.04,0
775,1.038442,-4.231081,11.005063,1
508,-0.247082,-2.232612,9.970242,0
1451,0.288329,0.456603,9.997956,0
1478,1.101371,1.281932,4.84438,0
1945,0.39647,0.254283,9.954162,0
1390,0.11382,-1.69272,10.048283,0
91,0.39,-0.26,10.0,0
1363,0.117699,-1.613127,9.801775,0
897,0.304217,-2.390735,9.658708,0
564,0.446557,-1.165459,9.825133,0
1369,0.099809,-1.619208,9.817904,0
776,-0.153746,1.013686,5.773474,1
241,0.89,-0.82,9.61,0
13,0.37,-0.2,9.96,0
315,-0.193643,-1.025676,9.850924,0
600,0.461516,-1.183741,9.952879,0
387,-2.451538,-0.479903,9.830123,0
1297,0.106513,-1.631189,9.826446,0
166,-2.75,-5.01,13.72,1
840,0.296144,-2.38337,9.668649,0
20,0.37,-0.29,10.1,0
646,0.449832,-1.172508,9.916774,0
1842,0.370182,0.244113,9.980516,0
1508,-1.599892,2.539836,5.35037,1
1154,-1.798677,1.139918,0.902796,1
1528,0.142503,2.261515,12.36789,1
831,0.312079,-2.395571,9.664588,0
1267,0.097434,-1.623566,9.8105,0
1590,1.849933,-0.282545,4.557267,0
1899,0.372404,0.246938,9.952572,0
562,0.47139,-1.351431,10.123987,0
1926,0.390035,0.242762,9.95896,0
686,0.47862,-1.169472,9.896777,0
957,0.267653,-2.380555,9.315283,0
189,-5.18,1.25,15.94,1
1806,0.374003,0.257674,9.934434,0
975,0.086048,-0.403739,9.846738,0
699,1.539002,-0.547487,9.71319,0
1499,-0.878366,1.821738,14.659343,1
1705,-0.034065,-1.178397,9.476863,0
510,-0.228043,-2.46869,9.675821,0
1082,0.332085,-0.39015,10.205678,0
474,0.260365,0.265814,16.016855,1
1584,0.92285,-0.980837,4.360052,1
856,0.315968,-2.398071,9.659053,0
747,1.998814,-3.01476,21.624804,1
252,0.42,-0.68,10.13,0
21,0.35,-0.23,9.95,0
1337,0.098938,-1.628986,9.841702,0
459,0.86696,-4.915306,11.346572,1
1184,0.516448,-4.925543,7.278201,0
276,0.46,-0.71,9.94,0
955,0.30098,-2.393847,9.667384,0
1215,0.194198,-1.836113,10.335711,0
385,-0.943478,-0.336232,10.304587,0
805,3.349086,-3.063448,12.004394,0
1437,0.292514,0.453136,9.938676,0
1515,1.721776,-0.738381,2.743621,1
343,-0.180954,-0.835845,9.917167,0
769,-0.567407,-3.142457,11.882586,1
1332,0.109856,-1.622675,9.830353,0
1685,-1.350387,-1.910161,25.119286,1
130,-0.57,-2.31,19.85,1
1687,0.458748,0.0,4.562812,1
871,0.304945,-2.401691,9.664032,0
1123,-2.582204,-0.01653,0.23896,1
1396,0.343798,0.505454,9.627516,0
87,0.36,-0.24,9.96,0
1482,-0.049991,0.838679,10.76276,1
330,-0.186652,-0.939705,9.931015,0
1238,0.077639,-1.591598,9.730084,0
466,-1.68864,0.894598,13.414243,1
121,-1.48,1.04,10.19,1
1638,-0.029525,2.575127,10.609311,0
1044,0.079918,-0.466592,9.961182,0
1724,0.349735,0.24802,9.863106,0
1095,0.397878,-1.329002,10.927672,0
1130,-0.675203,-1.356143,3.941689,1
1294,0.109233,-1.633267,9.810873,0
860,0.314474,-2.398789,9.669511,0
1459,0.302742,1.738133,11.023585,0
1126,4.253711,-1.075926,15.378236,1
